stage,question,responses,total_entries,response_rate
30_visit_reminder_yes," That's good to hear. What day do you plan to go?
{{Sunday}}
{{Monday}}
{{Tuesday}}
{{Wednesday}}
{{Thursday}}
{{Friday}}
{{Saturday}} 
[[Select option]]",404,496,81.45161290322581
16_nlp_maternal_health,No Question,0,494,0.0
19_anc_week19_tb_treatment_no," Thanks for letting me know.  If you notice any of these signs in the future, it may be a sign they have TB. The good news is that TB is treatable, so encourage them to visit a health facility for a check up.",0,492,0.0
41_pnc_journey,No Question,0,490,0.0
27_nlp_prompt," Some common topics parents ask about include nutrition, pregnancy symptoms, and preparing for birth. Is there anything specific you'd like more information about?
{{Yes}}
{{No}}",386,489,78.93660531697341
18_nlp_maternal_health,No Question,0,488,0.0
35_nlp_maternal_health,No Question,0,485,0.0
27_leg_swelling," Okay, thanks for letting me know.  Smoking and drinking are dangerous for your baby. Even someone smoking nearby can cause harm. Did the clinic talk to you about leg swelling?

{{Yes}}
{{No}}",461,480,96.04166666666667
25_anc_week25_breastfeeding_yes, I'm glad to hear that!,0,477,0.0
23_nlp_maternal_health,No Question,0,474,0.0
13_end,No Question,0,471,0.0
17_anc_week17_air," *Fresh air* is also important for you and your baby's health 🤰🏽. For your health, avoid smoky places. If you are cooking on a firewood stove, open a window. And if you can, ask family members to smoke outside and away from you 🚫🚬. Breathing a lot of smoke can harm you and your baby. For example, it may cause your baby to be born weak or too early.

{{ Continue}}",413,468,88.24786324786325
30_nlp_maternal_health,No Question,0,467,0.0
40_userwantsanctips,No Question,0,466,0.0
41_ask_last_period_day,No Question,0,466,0.0
14_anc_week14_ifa_cont," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. In fact, IFA pills will help ensure a healthy pregnancy for both you and your baby 💕. Eating citrus fruits 🍊 and fresh vegetables 🥬 will help your body absorb these nutrients better.

{{continue}}",267,466,57.2961373390558
41_ask_last_period,No Question,0,462,0.0
33_socialsharing_link_message_anc," 🌱 🚀 📈 Help askNivi grow! Forward this link and photo with your friends and family, and help them find a trusted companion for their health journey.
https://x.nivi.io/anc-share_the_love",0,461,0.0
33_image_anc,No Question,0,461,0.0
39_nlp_prompt," Some common topics parents ask about include nutrition, pregnancy symptoms, and preparing for birth. Is there anything specific you'd like more information about?
{{Yes}}
{{No}}",364,460,79.13043478260869
35_dangersigns_check_yes, Great.,0,458,0.0
week_10_visit_reminder,No Question,0,458,0.0
14_anc_week14_ifa," Iron and folic acid (IFA) are important nutrients that help your baby grow strong 💪🏽. Are you taking one iron and folic acid pill every day?

{{Yes}}
{{No}}",415,457,90.80962800875274
27_danger_signs_counseling," Some symptoms are a sign to go to a health facility quickly. Did the health worker talk to you about these warning signs?

{{Yes}}
{{No}}",418,456,91.66666666666666
29_anc_week29_emergencyfund_yes, I'm happy to hear that!,0,456,0.0
31_nlp_maternal_health,No Question,0,456,0.0
27_leg_swelling_tips," Swelling in your legs, ankles, and hands is a common pregnancy symptom. Drinking plenty of clean water 💦, avoiding sitting or standing for a long time 🚶🏽‍♀️, wearing comfortable shoes 🥿, and resting with your feet up ⬆️ can help with swelling. However, extreme swelling with a bad headache or blurry vision are signs to go to a health facility right away.  They will check if everything is okay 💕.",0,455,0.0
22_nlp_maternal_health,No Question,0,454,0.0
34_visit_reminder_yes_exit," Great, I'll check in with you next week to see how it went. Have a healthy and safe week! 🤗",0,453,0.0
40_ask_baby_due,No Question,0,452,0.0
15_nlp_maternal_health,No Question,0,450,0.0
39_familyplanning_discussed, Good.,0,450,0.0
25_nlp_maternal_health,No Question,0,450,0.0
33_regular_input, What questions or concerns do you have about your health or your baby's health? 💬,240,450,53.333333333333336
13_nlp_prompt," Some common topics parents ask about include nutrition, pregnancy symptoms, and preparing for birth. Is there anything specific you'd like more information about?
{{Yes}}
{{No}}",331,448,73.88392857142857
37_nlp_maternal_health,No Question,0,448,0.0
13_nlp_maternal_health,No Question,0,442,0.0
week_14_convo,No Question,0,440,0.0
14_anc_week14_intro, I hope you've been feeling well 💕.,0,440,0.0
32_check_nlpprompt_response,No Question,439,439,100.0
37_rmc_survey_consent," 🟢🟢🟢🟢⚪️

Did the doctors, nurses or other staff at the facility ask your permission/consent before doing procedures or examinations on you?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",409,438,93.37899543378995
38_nlp_maternal_health,No Question,0,435,0.0
17_end,No Question,0,434,0.0
36_regular_input, What questions or concerns do you have about your health or your baby's health? 💬,289,434,66.58986175115207
27_rmc_survey_friendliness," 🟢⚪️⚪️⚪️⚪️

Did the doctors, nurses, and other staff at the facility treat you in a friendly manner?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",371,431,86.07888631090486
14_end,No Question,0,430,0.0
week_13_tip,No Question,0,430,0.0
13_anc_week13_outro," If you have any questions or concerns, please ask your health worker 👩🏽‍⚕️ I hope you have a good week! I'll be back soon with more tips 😊",0,430,0.0
13_anc_week13_intro," Your baby is about the size of a lemon 🍋, and can already close their fingers and curl their toes 🦶🏽. ",0,430,0.0
13_anc_week13_alcohol_and_smoking," Today, I want to talk to you about things to avoid during pregnancy.  During pregnancy, do *not* smoke 🚬, drink alcohol 🍷, consume tobacco 🍂 , or chew betel nut 🌰. Consuming these substances *increases* your risk of having a baby that is born weak or too early. Also, consider lowering your intake of coffee ☕️, tea 🍵,  and soda🍾 while you are pregnant. ",0,430,0.0
41_ask_last_period_month,No Question,0,428,0.0
40_pf_stage, ✅ Onboarding Complete!,425,425,100.0
40_welcome,No Question,0,425,0.0
27_nlp_maternal_health,No Question,0,424,0.0
20_nlp_prompt," Some common topics parents ask about include nutrition, pregnancy symptoms, and preparing for birth. Is there anything specific you'd like more information about?
{{Yes}}
{{No}}",336,424,79.24528301886792
21_bloodpressure_check," Did you get your *blood pressure* checked?

{{Yes}}
{{No}}",411,422,97.39336492890996
35_rmc_survey_consent," 🟢🟢🟢🟢⚪️

Did the doctors, nurses or other staff at the facility ask your permission/consent before doing procedures or examinations on you?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",391,420,93.0952380952381
17_nlp_prompt," Some common topics parents ask about include nutrition, pregnancy symptoms, and preparing for birth. Is there anything specific you'd like more information about?
{{Yes}}
{{No}}",319,419,76.13365155131265
26_visit_reminder_yes," That's good to hear. What day do you plan to go?
{{Sunday}}
{{Monday}}
{{Tuesday}}
{{Wednesday}}
{{Thursday}}
{{Friday}}
{{Saturday}} 
[[Select option]]",331,418,79.18660287081339
39_danger_signs_counseling_yes,No Question,0,418,0.0
27_uninitialized," Now, I would love to learn about the quality of your visit.",0,417,0.0
27_rmc_survey,No Question,0,417,0.0
21_anc_week_21_visit_checkin,No Question,0,417,0.0
26_nlp_maternal_health,No Question,0,417,0.0
21_anc_visit_assessment_yes, That's great news! 🥳,0,417,0.0
36_socialsharing_link_message_anc," 🌱 🚀 📈 Help askNivi grow! Forward this link and photo with your friends and family, and help them find a trusted companion for their health journey.
https://x.nivi.io/anc-share_the_love",0,415,0.0
12_anc_week12_diet," Eat fresh, balanced meals every day that have lots of fruits and vegetables 🥗. Foods rich in *calcium* and *iron* help your baby grow strong bones and keep you healthy during pregnancy. For example, dairy products 🥛, leafy green vegetables 🥦, masoor dal (lentils) 🍛, and fish 🐟.

{{continue}}",336,415,80.96385542168674
36_image_anc,No Question,0,415,0.0
29_regular_input, What questions or concerns do you have about your health or your baby's health? 💬,243,412,58.98058252427184
week_17_intro, I hope you continue taking good care of yourself 😊. I'll be back soon with more tips.,0,410,0.0
40_nlp_prompt," Some common topics parents ask about include nutrition, pregnancy symptoms, and preparing for birth. Is there anything specific you'd like more information about?
{{Yes}}
{{No}}",318,409,77.75061124694376
17_anc_week17_dangersigns," Your health and the health of your baby is very important 🤰🏽. That's why it is important to be aware of danger signs during pregnancy, such as:

🤒 Fever
🩸 Bleeding
😣 Tummy pain
🦶🏽 Sudden swelling of hands and feet If you show any of these signs, or have any other concerns, go to a health facility 🏥 right away. Your ASHA or doctor 👩🏽‍⚕️ will make sure you get the medical care and support you need.",0,408,0.0
21_urine_check," Did you get a *urine* test?

{{Yes}}
{{No}}",402,408,98.52941176470588
35_birthplan_check," Did the clinic talk to you about your birth plan?

Type 1: Yes
Type 2: No",377,406,92.85714285714286
21_antimalarial_meds," Did the clinic give you *antimalarial* medication?

{{Yes}}
{{No}}",374,405,92.34567901234568
20_nlp_maternal_health,No Question,0,405,0.0
35_rmc_survey_friendly_q1," 🟢🟢⚪️⚪️⚪️

Did you feel you could ask the doctors, nurses or other staff at the facility any questions you had?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",350,404,86.63366336633663
week_12_tip,No Question,0,403,0.0
12_anc_week12_intro, Today I want to talk about eating healthy food to help your baby grow strong and healthy 💪🏽,0,403,0.0
10_end,No Question,0,403,0.0
29_socialsharing_link_message_anc," 🌱 🚀 📈 Help askNivi grow! Forward this link and photo with your friends and family, and help them find a trusted companion for their health journey.
https://x.nivi.io/anc-share_the_love",0,401,0.0
29_image_anc,No Question,0,401,0.0
21_bloodpressure_urine_explained, It's important to get your blood pressure and urine checked at *every* visit. This can help prevent complications for both you and your baby.,0,400,0.0
28_regular_input, What questions or concerns do you have about your health or your baby's health? 💬,206,397,51.88916876574308
11_exit,No Question,0,395,0.0
24_regular_input, What questions or concerns do you have about your health or your baby's health? 💬,233,392,59.43877551020408
41_rmc_survey_friendly_q1," 🟢🟢⚪️⚪️⚪️

Did you feel you could ask the doctors, nurses or other staff at the facility any questions you had?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",319,392,81.37755102040816
11_anc_visit_assessment," Did you go for your checkup?

{{Yes}}
{{No}}",335,391,85.6777493606138
32_choose-anc-or-pnc," Which situation describes you?
{{I'm pregnant}}
{{I had my baby}}
{{Neither}}",389,391,99.48849104859335
36_exit,No Question,0,390,0.0
41_nlp_end," Thanks. Do you have another question for me?
{{Yes}}
{{No}}",294,389,75.57840616966581
36_uninitialized, 🙏 Thanks for sharing. I'm currently finding the best information to help answer your concerns. I'll get back to you soon with the answers you're looking for.,0,389,0.0
32_verify_country,No Question,388,388,100.0
38_visit_reminder_yes_exit," Great, I'll check in with you next week to see how it went. Have a healthy and safe week! 🤗",0,387,0.0
37_rmc_survey_end, Thanks for letting me know about your visit📝 I will be in touch with you soon!  I hope you have a happy and healthy week🌞,0,387,0.0
34_socialsharing_link_message_anc," 🌱 🚀 📈 Help askNivi grow! Forward this link and photo with your friends and family, and help them find a trusted companion for their health journey.
https://x.nivi.io/anc-share_the_love",0,385,0.0
34_image_anc,No Question,0,385,0.0
35_dangersigns_check," Did the health worker talk to you about danger signs such as bleeding, pain in the stomach, fever, or sudden swelling of hands and feet?

{{Yes}}
{{No}}",359,384,93.48958333333334
